1.0000000000, 245
2.0000000000, 244
3.0000000000, 247
4.0000000000, 241
5.0000000000, 255
6.0000000000, 236
7.0000000000, 250
8.0000000000, 244
9.0000000000, 238
10.0000000000, 223
11.0000000000, 236
12.0000000000, 220
13.0000000000, 247
14.0000000000, 250
15.0000000000, 239
16.0000000000, 229
17.0000000000, 217
18.0000000000, 228
19.0000000000, 238
20.0000000000, 252
21.0000000000, 220
22.0000000000, 238
23.0000000000, 232
24.0000000000, 246
25.0000000000, 250
26.0000000000, 253
27.0000000000, 242
28.0000000000, 236
29.0000000000, 268
30.0000000000, 266
31.0000000000, 262
32.0000000000, 271
33.0000000000, 267
34.0000000000, 253
35.0000000000, 259
36.0000000000, 257
37.0000000000, 263
38.0000000000, 253
39.0000000000, 271
40.0000000000, 264
41.0000000000, 260
42.0000000000, 266
43.0000000000, 265
44.0000000000, 267
45.0000000000, 249
46.0000000000, 257
47.0000000000, 262
48.0000000000, 268
49.0000000000, 256
50.0000000000, 256
51.0000000000, 257
52.0000000000, 258
53.0000000000, 256
54.0000000000, 261
55.0000000000, 228
56.0000000000, 244
57.0000000000, 251
58.0000000000, 258
59.0000000000, 255
60.0000000000, 252
61.0000000000, 246
62.0000000000, 262
63.0000000000, 250
64.0000000000, 227
65.0000000000, 259
66.0000000000, 244
67.0000000000, 257
68.0000000000, 244
69.0000000000, 253
70.0000000000, 245
71.0000000000, 249
72.0000000000, 238
73.0000000000, 238
74.0000000000, 228
75.0000000000, 237
76.0000000000, 244
77.0000000000, 245
78.0000000000, 252
79.0000000000, 244
80.0000000000, 246
81.0000000000, 249
82.0000000000, 241
83.0000000000, 265
84.0000000000, 262
85.0000000000, 261
86.0000000000, 263
87.0000000000, 265
88.0000000000, 271
89.0000000000, 255
90.0000000000, 259
91.0000000000, 254
92.0000000000, 262
93.0000000000, 263
94.0000000000, 255
95.0000000000, 251
96.0000000000, 259
97.0000000000, 259
98.0000000000, 258
99.0000000000, 245
100.0000000000, 266
101.0000000000, 231
102.0000000000, 238
103.0000000000, 265
104.0000000000, 266
105.0000000000, 257
106.0000000000, 258
107.0000000000, 248
108.0000000000, 261
109.0000000000, 252
110.0000000000, 260
111.0000000000, 251
112.0000000000, 258
113.0000000000, 255
114.0000000000, 258
115.0000000000, 256
116.0000000000, 255
117.0000000000, 257
118.0000000000, 256
119.0000000000, 257
120.0000000000, 252
121.0000000000, 250
122.0000000000, 222
123.0000000000, 246
124.0000000000, 252
125.0000000000, 244
126.0000000000, 255
127.0000000000, 253
128.0000000000, 243
129.0000000000, 245
130.0000000000, 251
131.0000000000, 242
132.0000000000, 242
133.0000000000, 240
134.0000000000, 207
135.0000000000, 253
136.0000000000, 246
137.0000000000, 244
138.0000000000, 245
139.0000000000, 249
140.0000000000, 245
141.0000000000, 242
142.0000000000, 249
143.0000000000, 243
144.0000000000, 245
145.0000000000, 234
146.0000000000, 235
147.0000000000, 238
148.0000000000, 226
149.0000000000, 231
150.0000000000, 232
151.0000000000, 239
152.0000000000, 235
153.0000000000, 236
154.0000000000, 231
155.0000000000, 234
156.0000000000, 234
157.0000000000, 207
158.0000000000, 223
159.0000000000, 226
160.0000000000, 224
161.0000000000, 222
162.0000000000, 199
163.0000000000, 220
164.0000000000, 213
165.0000000000, 212
166.0000000000, 206
167.0000000000, 209
168.0000000000, 202
169.0000000000, 204
170.0000000000, 199
171.0000000000, 188
172.0000000000, 187
