filename,index,temperature,position
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-20-55_0001.fits,1,12.20,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-22-31_0002.fits,2,12.20,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-24-09_0003.fits,3,12.20,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-25-54_0004.fits,4,12.20,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-27-34_0005.fits,5,12.09,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-29-11_0006.fits,6,12.09,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-30-56_0007.fits,7,12.09,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-32-33_0008.fits,8,11.99,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-34-11_0009.fits,9,11.99,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-36-06_0010.fits,10,11.99,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-37-44_0011.fits,11,11.99,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-39-29_0012.fits,12,11.99,25206
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-41-13_0013.fits,13,11.78,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-42-51_0014.fits,14,11.78,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-44-30_0015.fits,15,11.78,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-46-18_0016.fits,16,11.78,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-47-56_0017.fits,17,11.78,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-49-42_0018.fits,18,11.78,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-51-27_0019.fits,19,11.67,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-53-05_0020.fits,20,11.67,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-54-44_0021.fits,21,11.67,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-56-28_0022.fits,22,11.67,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-58-06_0023.fits,23,11.67,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T00-59-46_0024.fits,24,11.67,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-01-33_0025.fits,25,11.67,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-03-10_0026.fits,26,11.57,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-04-51_0027.fits,27,11.56,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-06-37_0028.fits,28,11.46,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-08-16_0029.fits,29,11.46,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-09-53_0030.fits,30,11.46,25188
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-11-38_0031.fits,31,11.46,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-13-19_0032.fits,32,11.36,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-14-58_0033.fits,33,11.36,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-16-46_0034.fits,34,11.36,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-18-27_0035.fits,35,11.36,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-20-06_0036.fits,36,11.36,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-21-52_0037.fits,37,11.36,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-23-30_0038.fits,38,11.36,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-25-09_0039.fits,39,11.25,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-26-55_0040.fits,40,11.25,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-28-33_0041.fits,41,11.25,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-30-11_0042.fits,42,11.15,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-32-01_0043.fits,43,11.15,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-33-41_0044.fits,44,11.15,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-35-20_0045.fits,45,11.15,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-37-07_0046.fits,46,11.15,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-38-55_0047.fits,47,11.15,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-40-32_0048.fits,48,11.15,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-42-18_0049.fits,49,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-43-57_0050.fits,50,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-45-41_0051.fits,51,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-47-26_0052.fits,52,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-49-03_0053.fits,53,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-50-41_0054.fits,54,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-52-27_0055.fits,55,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-54-14_0056.fits,56,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-55-51_0057.fits,57,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-57-36_0058.fits,58,11.04,25170
/camera/camera/M_92/lights/M_92_Light_Optolong_UVIR_60_secs_2023-05-27T01-59-15_0059.fits,59,10.92,25170
