filename,index,temperature,position
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-18-02_0001.fits,1,14.11,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-19-40_0002.fits,2,14.11,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-21-33_0003.fits,3,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-23-18_0004.fits,4,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-24-58_0005.fits,5,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-26-38_0006.fits,6,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-28-24_0007.fits,7,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-30-05_0008.fits,8,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-31-44_0009.fits,9,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-33-30_0010.fits,10,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-35-12_0011.fits,11,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-36-54_0012.fits,12,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-38-39_0013.fits,13,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-40-20_0014.fits,14,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-41-58_0015.fits,15,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-43-43_0016.fits,16,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-45-22_0017.fits,17,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-47-00_0018.fits,18,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-48-47_0019.fits,19,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-50-28_0020.fits,20,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-52-06_0021.fits,21,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-53-53_0022.fits,22,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-55-33_0023.fits,23,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-57-11_0024.fits,24,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-13T23-58-59_0025.fits,25,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-00-39_0026.fits,26,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-02-20_0027.fits,27,14.00,25324
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-04-08_0028.fits,28,13.90,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-05-46_0029.fits,29,13.90,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-07-28_0030.fits,30,13.90,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-09-16_0031.fits,31,13.88,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-10-58_0032.fits,32,13.88,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-12-40_0033.fits,33,13.88,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-14-27_0034.fits,34,13.88,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-16-05_0035.fits,35,13.88,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-17-43_0036.fits,36,13.88,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-19-31_0037.fits,37,13.88,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-21-10_0038.fits,38,13.89,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-22-51_0039.fits,39,13.89,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-24-39_0040.fits,40,13.89,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-26-21_0041.fits,41,13.89,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-28-02_0042.fits,42,13.89,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-29-49_0043.fits,43,13.89,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-31-28_0044.fits,44,13.68,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-33-07_0045.fits,45,13.79,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-34-54_0046.fits,46,13.89,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-36-34_0047.fits,47,13.67,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-38-13_0048.fits,48,13.52,25306
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-40-00_0049.fits,49,13.17,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-41-41_0050.fits,50,13.28,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-43-21_0051.fits,51,13.40,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-45-09_0052.fits,52,13.19,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-46-48_0053.fits,53,13.19,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-48-28_0054.fits,54,13.19,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-50-16_0055.fits,55,13.07,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-51-55_0056.fits,56,13.07,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-53-35_0057.fits,57,13.07,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-55-22_0058.fits,58,13.07,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-57-01_0059.fits,59,13.07,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T00-58-41_0060.fits,60,13.07,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T01-00-30_0061.fits,61,13.07,25288
/camera/camera/M_13/lights/M_13_Light_Optolong_UVIR_60_secs_2023-05-14T01-02-09_0062.fits,62,12.96,25288
