Filename Index Temperature Position
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-02-08_0001.fits 1 12.37 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-03-20_0002.fits 2 12.48 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-04-25_0003.fits 3 12.48 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-05-37_0004.fits 4 12.48 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-06-44_0005.fits 5 12.48 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-07-49_0006.fits 6 12.48 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-09-00_0007.fits 7 12.48 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-10-08_0008.fits 8 12.48 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-11-15_0009.fits 9 12.37 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-12-29_0010.fits 10 12.47 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-13-40_0011.fits 11 12.36 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-14-43_0012.fits 12 12.25 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-15-58_0013.fits 13 12.25 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-17-05_0014.fits 14 12.25 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-18-09_0015.fits 15 12.35 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-19-22_0016.fits 16 12.24 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-20-26_0017.fits 17 12.24 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-21-39_0018.fits 18 12.34 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-22-54_0019.fits 19 12.24 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-24-01_0020.fits 20 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-25-09_0021.fits 21 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-26-20_0022.fits 22 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-27-28_0023.fits 23 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-28-32_0024.fits 24 12.03 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-29-46_0025.fits 25 12.03 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-30-51_0026.fits 26 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-31-55_0027.fits 27 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-33-12_0028.fits 28 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-34-16_0029.fits 29 12.03 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-35-21_0030.fits 30 12.03 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-36-36_0031.fits 31 12.03 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-37-48_0032.fits 32 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-38-52_0033.fits 33 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-40-06_0034.fits 34 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-41-18_0035.fits 35 12.13 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-42-25_0036.fits 36 12.03 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-43-38_0037.fits 37 12.03 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-44-45_0038.fits 38 12.03 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-45-50_0039.fits 39 12.03 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-47-05_0040.fits 40 12.14 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-48-16_0041.fits 41 12.14 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-49-21_0042.fits 42 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-50-33_0043.fits 43 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-51-37_0044.fits 44 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-52-48_0045.fits 45 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-54-01_0046.fits 46 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-55-08_0047.fits 47 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-56-13_0048.fits 48 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-57-26_0049.fits 49 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-58-31_0050.fits 50 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-03T23-59-38_0051.fits 51 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-00-52_0052.fits 52 12.04 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-01-59_0053.fits 53 11.83 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-03-05_0054.fits 54 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-05-39_0056.fits 55 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-06-45_0057.fits 56 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-07-59_0058.fits 57 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-09-03_0059.fits 58 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-10-07_0060.fits 59 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-11-21_0061.fits 60 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-12-27_0062.fits 61 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-13-31_0063.fits 62 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-14-45_0064.fits 63 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-15-49_0065.fits 64 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-16-56_0066.fits 65 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-18-15_0067.fits 66 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-19-21_0068.fits 67 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-20-33_0069.fits 68 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-21-45_0070.fits 69 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-22-50_0071.fits 70 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-23-54_0072.fits 71 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-25-21_0073.fits 72 11.73 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-26-37_0074.fits 73 11.62 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-27-44_0075.fits 74 11.51 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-28-56_0076.fits 75 11.51 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-30-01_0077.fits 76 11.62 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-31-08_0078.fits 77 11.62 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-32-24_0079.fits 78 11.62 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-33-31_0080.fits 79 11.62 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-34-37_0081.fits 80 11.51 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-35-50_0082.fits 81 11.41 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-37-05_0083.fits 82 11.41 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-38-10_0084.fits 83 11.51 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-39-22_0085.fits 84 11.51 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-40-26_0086.fits 85 11.51 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-41-34_0087.fits 86 11.51 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-42-45_0088.fits 87 11.51 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-43-50_0089.fits 88 11.41 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-44-55_0090.fits 89 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-46-07_0091.fits 90 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-47-14_0092.fits 91 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-48-19_0093.fits 92 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-49-34_0094.fits 93 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-50-41_0095.fits 94 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-51-45_0096.fits 95 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-52-59_0097.fits 96 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-54-04_0098.fits 97 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-55-18_0099.fits 98 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-56-31_0100.fits 99 11.20 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-57-36_0101.fits 100 11.20 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-58-40_0102.fits 101 11.20 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T00-59-54_0103.fits 102 11.30 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-01-01_0104.fits 103 11.20 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-02-09_0105.fits 104 11.20 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-03-23_0106.fits 105 11.20 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-04-30_0107.fits 106 11.20 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-05-36_0108.fits 107 11.20 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-06-48_0109.fits 108 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-07-56_0110.fits 109 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-09-14_0111.fits 110 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-10-27_0112.fits 111 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-11-34_0113.fits 112 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-12-41_0114.fits 113 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-13-54_0115.fits 114 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-14-59_0116.fits 115 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-16-03_0117.fits 116 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-17-08_0118.fits 117 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-18-22_0119.fits 118 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-19-26_0120.fits 119 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-20-33_0121.fits 120 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-21-45_0122.fits 121 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-22-51_0123.fits 122 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-23-55_0124.fits 123 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-25-07_0125.fits 124 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-26-12_0126.fits 125 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-27-16_0127.fits 126 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-28-28_0128.fits 127 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-29-34_0129.fits 128 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-30-38_0130.fits 129 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-31-52_0131.fits 130 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-32-57_0132.fits 131 11.09 25308
/camera/camera/M_63/lights/M_63_Light_Optolong_UVIR_60_secs_2023-05-04T01-34-03_0133.fits 132 11.09 25308
