1.0000000000, 0.920836
2.0000000000, 0.908075
3.0000000000, 0.932199
4.0000000000, 0.930876
5.0000000000, 0.889891
6.0000000000, 0.919418
7.0000000000, 0.941259
8.0000000000, 0.921203
9.0000000000, 0.908829
10.0000000000, 0.770989
11.0000000000, 0.724405
12.0000000000, 0.885862
13.0000000000, 0.756129
14.0000000000, 0.829869
15.0000000000, 0.834976
16.0000000000, 0.885949
17.0000000000, 0.891451
18.0000000000, 0.918488
19.0000000000, 0.893258
20.0000000000, 0.870362
21.0000000000, 0.800672
22.0000000000, 0.921193
23.0000000000, 0.770048
24.0000000000, 0.921382
25.0000000000, 0.840435
26.0000000000, 0.85729
27.0000000000, 0.90104
28.0000000000, 0.950724
29.0000000000, 0.932613
30.0000000000, 0.876488
31.0000000000, 0.899265
32.0000000000, 0.840051
33.0000000000, 0.838121
34.0000000000, 0.92263
35.0000000000, 0.76818
36.0000000000, 0.632831
37.0000000000, 0.876088
38.0000000000, 0.871795
39.0000000000, 0.911697
40.0000000000, 0.828799
41.0000000000, 0.83362
42.0000000000, 0.925512
43.0000000000, 0.90666
44.0000000000, 0.827971
45.0000000000, 0.816039
46.0000000000, 0.8944
47.0000000000, 0.940824
48.0000000000, 0.862897
49.0000000000, 0.924942
50.0000000000, 0.870894
51.0000000000, 0.848783
52.0000000000, 0.751273
53.0000000000, 0.72485
54.0000000000, 0.571217
55.0000000000, 0.907359
56.0000000000, 0.816025
57.0000000000, 0.853299
58.0000000000, 0.850606
59.0000000000, 0.758079
60.0000000000, 0.88753
61.0000000000, 0.92848
62.0000000000, 0.906216
63.0000000000, 0.747618
64.0000000000, 0.859148
65.0000000000, 0.680207
66.0000000000, 0.886209
67.0000000000, 0.917648
68.0000000000, 0.720717
69.0000000000, 0.678375
70.0000000000, 0.840178
71.0000000000, 0.899551
72.0000000000, 0.60509
73.0000000000, 0.743393
74.0000000000, 0.868039
75.0000000000, 0.887015
76.0000000000, 0.922756
77.0000000000, 0.879362
78.0000000000, 0.927234
79.0000000000, 0.905975
80.0000000000, 0.92815
81.0000000000, 0.926699
82.0000000000, 0.937306
83.0000000000, 0.91002
84.0000000000, 0.926969
85.0000000000, 0.922762
86.0000000000, 0.885201
87.0000000000, 0.920816
88.0000000000, 0.930852
89.0000000000, 0.862901
90.0000000000, 0.891169
91.0000000000, 0.929177
92.0000000000, 0.934594
93.0000000000, 0.855492
94.0000000000, 0.75485
95.0000000000, 0.674483
96.0000000000, 0.898899
97.0000000000, 0.884483
98.0000000000, 0.930131
99.0000000000, 0.947631
100.0000000000, 0.877365
101.0000000000, 0.940828
102.0000000000, 0.820414
103.0000000000, 0.568393
104.0000000000, 0.891974
105.0000000000, 0.904114
106.0000000000, 0.907588
107.0000000000, 0.924537
108.0000000000, 0.914375
109.0000000000, 0.925678
110.0000000000, 0.913694
111.0000000000, 0.909763
112.0000000000, 0.933465
113.0000000000, 0.927202
114.0000000000, 0.920809
115.0000000000, 0.934213
116.0000000000, 0.582946
117.0000000000, 0.917463
118.0000000000, 0.878295
119.0000000000, 0.889438
120.0000000000, 0.902043
121.0000000000, 0.682214
122.0000000000, 0.678017
123.0000000000, 0.933562
124.0000000000, 0.886567
125.0000000000, 0.895576
126.0000000000, 0.922761
127.0000000000, 0.908834
128.0000000000, 0.937419
129.0000000000, 0.927028
130.0000000000, 0.916288
131.0000000000, 0.882744
132.0000000000, 0.848215
133.0000000000, 0.915175
134.0000000000, 0.784177
135.0000000000, 0.894314
136.0000000000, 0.914403
137.0000000000, 0.908043
138.0000000000, 0.915073
139.0000000000, 0.84033
140.0000000000, 0.660904
141.0000000000, 0.916314
142.0000000000, 0.896803
143.0000000000, 0.858583
